2016-08-22 09:55:20: -- Analysis Started by User
2016-08-22 09:55:27: Changes: 330, Conflicts: 0, CopyTime: 0, CopyState: 0/0, Errors: 0, All: 9024
2016-08-22 09:55:27: Left to Right: Copy File: 330 
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/44/66a1de92b293e5c8dbccc290bfe8fc7f2723d3' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/44/66a1de92b293e5c8dbccc290bfe8fc7f2723d3'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/44/69c083f706f0733cd77624cfc0cd44b5e3783d' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/44/69c083f706f0733cd77624cfc0cd44b5e3783d'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/45/0d27f02bb8d4f398a8add4b582244b34185549' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/45/0d27f02bb8d4f398a8add4b582244b34185549'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/45/d4557f19f86aaed25df80616e876184077194c' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/45/d4557f19f86aaed25df80616e876184077194c'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/46/1ea508e9de17d30210e8711a149401a731c08d' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/46/1ea508e9de17d30210e8711a149401a731c08d'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/49/c9cb9910375c64ab99715534b125a44846d4d8' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/49/c9cb9910375c64ab99715534b125a44846d4d8'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/4a/085614eb481b0646f17df42cd95b7e610a2746' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/4a/085614eb481b0646f17df42cd95b7e610a2746'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/4a/3f88420e723ffd5d2a6e44ec440f267e0cc80d' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/4a/3f88420e723ffd5d2a6e44ec440f267e0cc80d'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/4a/d2f0ee7527bde40023f6d43ee15ba1aa703a59' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/4a/d2f0ee7527bde40023f6d43ee15ba1aa703a59'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/4b/b6a58f5c7912ecce57ea9065f452530b5be4d1' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/4b/b6a58f5c7912ecce57ea9065f452530b5be4d1'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/4c/10d9c53781b4c01a4002d71fda7711b7e9336a' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/4c/10d9c53781b4c01a4002d71fda7711b7e9336a'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/4c/d8771fb31a9c4bf034b45516cf0a33b63160d9' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/4c/d8771fb31a9c4bf034b45516cf0a33b63160d9'
2016-08-22 09:55:29: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/4d/36bdee862f3a69b58790f2d850d5745aa7d642' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/4d/36bdee862f3a69b58790f2d850d5745aa7d642'
2016-08-22 09:55:29: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/4d/575635444e609ae31492f0e6823818cee23511' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/4d/575635444e609ae31492f0e6823818cee23511'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/4d/8d06a520a8d9e0c69b3479a8f14e677d9a144e' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/4d/8d06a520a8d9e0c69b3479a8f14e677d9a144e'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/4e/2c34083a99bfd768fc1008fb5cf9981ed27d97' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/4e/2c34083a99bfd768fc1008fb5cf9981ed27d97'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/4e/a7071928c46e29534ddec1755df850b0262978' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/4e/a7071928c46e29534ddec1755df850b0262978'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/4f/bd3254fcb84888d12bb3886c3875ad8a1f23cf' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/4f/bd3254fcb84888d12bb3886c3875ad8a1f23cf'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/4f/da6b85d7f3425fe136abecc77c644e6b668410' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/4f/da6b85d7f3425fe136abecc77c644e6b668410'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/50/450749b93f347febde906a1831f97b09ddea86' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/50/450749b93f347febde906a1831f97b09ddea86'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/54/73e71f78b1f38880d7ae48d3f2854d82eef91c' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/54/73e71f78b1f38880d7ae48d3f2854d82eef91c'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/54/c9572506a14067bccdadc323d3c70fe61b2783' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/54/c9572506a14067bccdadc323d3c70fe61b2783'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/55/9733ba7910d81eefef98da67826d964519083a' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/55/9733ba7910d81eefef98da67826d964519083a'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/56/1adb605e1a0f56ff40667d8aa78399175f4a79' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/56/1adb605e1a0f56ff40667d8aa78399175f4a79'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/56/ad1bfcf9e6c52ae4f09ff808e760af2402cad4' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/56/ad1bfcf9e6c52ae4f09ff808e760af2402cad4'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/56/f1219b499cfc62652a119172b667b63380f6a1' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/56/f1219b499cfc62652a119172b667b63380f6a1'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/57/3711bd30e50be07b71c9984627d876f6c2f65e' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/57/3711bd30e50be07b71c9984627d876f6c2f65e'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/59/7d6cf8419fe3c2ccfe6df9c9fb30a688913874' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/59/7d6cf8419fe3c2ccfe6df9c9fb30a688913874'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/59/b8b4ce37f1c4b648d5e9b1848ea5856282984a' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/59/b8b4ce37f1c4b648d5e9b1848ea5856282984a'
2016-08-22 09:55:29: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/59/b9b8d3de585e67a56c4cc31a8b81660de34fc1' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/59/b9b8d3de585e67a56c4cc31a8b81660de34fc1'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/5a/c7d13c5aff634d6cb7cfda2890263bde2b5959' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/5a/c7d13c5aff634d6cb7cfda2890263bde2b5959'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/5c/b724f9003635c89445d63130a1b6d42f27c404' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/5c/b724f9003635c89445d63130a1b6d42f27c404'
2016-08-22 09:55:29: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/61/55de306e52c75bb7cb7bc035b2f26774d35c7e' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/61/55de306e52c75bb7cb7bc035b2f26774d35c7e'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/64/818a1495952eacb4e96d93fb7dd50bf57e3dd0' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/64/818a1495952eacb4e96d93fb7dd50bf57e3dd0'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/65/2b99fb5dedb0e13a72e09f8d0f6abe0762aaf8' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/65/2b99fb5dedb0e13a72e09f8d0f6abe0762aaf8'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/67/b7b0e16e721b58a255b75f6dd417c71cd99fc6' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/67/b7b0e16e721b58a255b75f6dd417c71cd99fc6'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/68/cdef1d090c5e681fbebad7974bee4607821904' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/68/cdef1d090c5e681fbebad7974bee4607821904'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/69/72c5e5946080ca1dec4de09d9430d3edf6c555' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/69/72c5e5946080ca1dec4de09d9430d3edf6c555'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/69/916e1d85d1418be8ec6b6396b8c7fff60d8cb9' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/69/916e1d85d1418be8ec6b6396b8c7fff60d8cb9'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/6a/e5c7a8b55f92b147ffcdf7f06b37406d746d7e' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/6a/e5c7a8b55f92b147ffcdf7f06b37406d746d7e'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/6c/6bad5b21d1c198af0113aceea804461d3e3578' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/6c/6bad5b21d1c198af0113aceea804461d3e3578'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/6d/0b1c97712e03c37803bb23b12427a4eebcc43a' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/6d/0b1c97712e03c37803bb23b12427a4eebcc43a'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/6d/23fa76d901ed818532d64623c50df7eac839ed' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/6d/23fa76d901ed818532d64623c50df7eac839ed'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/6f/712fd65876ba97abd1196ada65df664136fe91' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/6f/712fd65876ba97abd1196ada65df664136fe91'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/6f/f31064168aa708d89d8cc1097b0a2099120588' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/6f/f31064168aa708d89d8cc1097b0a2099120588'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/70/33a142e5e790702494caccef71105d27672740' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/70/33a142e5e790702494caccef71105d27672740'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/70/eb717578f1e4e1c0cbcee855e14b8a91f8f7ce' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/70/eb717578f1e4e1c0cbcee855e14b8a91f8f7ce'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/71/0207ce627fd10afb4b7d25416f95cc461b876f' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/71/0207ce627fd10afb4b7d25416f95cc461b876f'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/71/09641e49741d0151915cbb4d22301b33616229' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/71/09641e49741d0151915cbb4d22301b33616229'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/71/4752690ecd33d751ebc4e5f639fb31e4a67456' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/71/4752690ecd33d751ebc4e5f639fb31e4a67456'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/71/64aae569fefb245259f9d9c3a0ec58a70f36cc' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/71/64aae569fefb245259f9d9c3a0ec58a70f36cc'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/71/c9bd32ff6af42b3ae22483989c987d7be24d01' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/71/c9bd32ff6af42b3ae22483989c987d7be24d01'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/72/91210034ac928cdcc9fc3e063d623b8c139499' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/72/91210034ac928cdcc9fc3e063d623b8c139499'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/73/72be096da522e6d5d26b80946830695e027c1a' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/73/72be096da522e6d5d26b80946830695e027c1a'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/73/b2c7d057940a811718df5336aa5cfc1c9e6319' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/73/b2c7d057940a811718df5336aa5cfc1c9e6319'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/74/7f610ae08c8a4cc9e0065a9f20b2315886f2dc' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/74/7f610ae08c8a4cc9e0065a9f20b2315886f2dc'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/76/d31762eba0e3945e3f1098b6e698dd2c6dd91f' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/76/d31762eba0e3945e3f1098b6e698dd2c6dd91f'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/78/81bad442e7104ff183c67ea79218e9806913c4' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/78/81bad442e7104ff183c67ea79218e9806913c4'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/78/ab66b70a32acda9b8fabdfb8340fee3a24de52' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/78/ab66b70a32acda9b8fabdfb8340fee3a24de52'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/78/be34b37322956f9924a5ec00021e6690ee8570' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/78/be34b37322956f9924a5ec00021e6690ee8570'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/79/0e2a5ec81b86aaae05b2b543d717702b6e7fbe' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/79/0e2a5ec81b86aaae05b2b543d717702b6e7fbe'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/79/379c698b9b260848ee71aa90d9ee67611093e1' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/79/379c698b9b260848ee71aa90d9ee67611093e1'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/7c/04558d1c3f2f66bcd3678b4cd763e94da6561e' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/7c/04558d1c3f2f66bcd3678b4cd763e94da6561e'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/7c/6b0239609c3413452a84e3fa30930185845d0a' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/7c/6b0239609c3413452a84e3fa30930185845d0a'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/7c/ed0f0fdc7a261e55fe1795349e877339b65a36' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/7c/ed0f0fdc7a261e55fe1795349e877339b65a36'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/7e/06da13e615def00230e0f6db96ee1c284c1d70' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/7e/06da13e615def00230e0f6db96ee1c284c1d70'
2016-08-22 09:55:29: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/7f/23233b4f70cc966ff7038cbea958a9b6c90cd2' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/7f/23233b4f70cc966ff7038cbea958a9b6c90cd2'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/80/08250a50aee5c7e7741e57aeb0d9473d11a7cb' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/80/08250a50aee5c7e7741e57aeb0d9473d11a7cb'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/80/34517ee87d05ff26c859570c61b0604821eba8' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/80/34517ee87d05ff26c859570c61b0604821eba8'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/81/8e0c491fb50bb3c4d432a3e626b319d48370f3' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/81/8e0c491fb50bb3c4d432a3e626b319d48370f3'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/81/a202405b61ff0b9efd4029d763c345548e78ad' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/81/a202405b61ff0b9efd4029d763c345548e78ad'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/81/e6949136875d9256b39218b542d9bf26c48bd5' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/81/e6949136875d9256b39218b542d9bf26c48bd5'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/82/3814a4a420bd821afc2ffc65e1264fcf81a746' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/82/3814a4a420bd821afc2ffc65e1264fcf81a746'
2016-08-22 09:55:29: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/84/fb0910949b138ec37bc3b1c7b357a4a69e2d1b' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/84/fb0910949b138ec37bc3b1c7b357a4a69e2d1b'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/85/dddbe3f8ebe3f8fb12f0bdc46adb430bd2165c' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/85/dddbe3f8ebe3f8fb12f0bdc46adb430bd2165c'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/86/40b299f9220b208f960388a0aaaae58faf716a' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/86/40b299f9220b208f960388a0aaaae58faf716a'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/86/44bb5968531325a959cf15865fadcfcfceaed8' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/86/44bb5968531325a959cf15865fadcfcfceaed8'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/87/a3cc2b360a7408eeef9af032297f9696515571' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/87/a3cc2b360a7408eeef9af032297f9696515571'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/88/0e6df9d10d84c1b87874f727d4dbaf0bda7330' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/88/0e6df9d10d84c1b87874f727d4dbaf0bda7330'
2016-08-22 09:55:29: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/88/25cc502ef08ef6e8383ad5d556214d29e4aaee' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/88/25cc502ef08ef6e8383ad5d556214d29e4aaee'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/8a/3b6c0159a866bed0faec9422886eef308c560f' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/8a/3b6c0159a866bed0faec9422886eef308c560f'
2016-08-22 09:55:29: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/8a/f5e80561beb9ac2bc2dbe03cddbf0634548582' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/8a/f5e80561beb9ac2bc2dbe03cddbf0634548582'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/8b/68473271465a40a1d0e7f56952cbf86a81589b' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/8b/68473271465a40a1d0e7f56952cbf86a81589b'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/8c/4561c76db3913c8cf89c907f47335e0b486ab0' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/8c/4561c76db3913c8cf89c907f47335e0b486ab0'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/8c/b1a3d80afa3564bb9efb867201df28618a2a6d' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/8c/b1a3d80afa3564bb9efb867201df28618a2a6d'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/8e/0763d1c21e7ca10be5e21d02a2008967083e1e' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/8e/0763d1c21e7ca10be5e21d02a2008967083e1e'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/8e/129f47ddb3c0ac91115e21926c9df6a59fe322' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/8e/129f47ddb3c0ac91115e21926c9df6a59fe322'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/8e/d369f58862af5e8ed9b2b749326f65be0b89b4' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/8e/d369f58862af5e8ed9b2b749326f65be0b89b4'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/8e/dfd44e2354a7297e8632211564e9201a60352e' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/8e/dfd44e2354a7297e8632211564e9201a60352e'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/8f/d78321c51b2143abef54b52679f7a5648fdae8' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/8f/d78321c51b2143abef54b52679f7a5648fdae8'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/90/1cb68c741a9b7a6994d453d4ad58beb5104714' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/90/1cb68c741a9b7a6994d453d4ad58beb5104714'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/90/83bc6f22de1d4e10899a8410389c93a328c5c9' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/90/83bc6f22de1d4e10899a8410389c93a328c5c9'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/90/8ebc3ef33ca50a8346ce6de43752f2a1b4ebab' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/90/8ebc3ef33ca50a8346ce6de43752f2a1b4ebab'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/92/c1edb0ebb152b85e7a8d73cb6ba323049399d3' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/92/c1edb0ebb152b85e7a8d73cb6ba323049399d3'
2016-08-22 09:55:29: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/92/d6d5ebbc0fea69d38db04b5b42fcabff1bdfe3' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/92/d6d5ebbc0fea69d38db04b5b42fcabff1bdfe3'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/95/99fa6819200c3f0beb73d687259f339597620d' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/95/99fa6819200c3f0beb73d687259f339597620d'
